"ID","Progress","Uni","PTY","Current_Year","Course_Duration","Course_Name","Gender","Age","UKRN","timepoint","Perception_Replication1","Perception_Replication2","Perception_Materials1","Perception_Materials2","Perception_Education1","Perception_Education2","Perception_Access1","Perception_Access2","Perception_Data1","Perception_Data2","Perception_Power1","Perception_Power2","Perception_Preregistration1","Perception_Preregistration2","Perception_Preprint1","Perception_Preprint2","Knowledge_Replication","Knowledge_Materials","Knowledge_Education","Knowledge_Access","Knowledge_Data","Knowledge_Power","Knowledge_Preregistration","Knowledge_Preprint","Awareness_Replication","Awareness_Materials","Awareness_Education","Awareness_Access","Awareness_Data","Awareness_Power","Awareness_Preregistration","Awareness_Preprint","Experience_Replication","Experience_Materials","Experience_Education","Experience_Access","Experience_Data","Experience_Power","Experience_Preregistration","Experience_Preprint","Perception_Score_Total","Perception_Score_Mean","Knowledge_Score_Total","Knowledge_Score_Mean","Awareness_Score_Total","Experience_Score_Total","crisis_aware","crisis_learnt","crisis_explain","os_explain","os_learnt","applicability","comments"
362,"100","UNI10","No","Year 2","3","Psychology ","Female ","19","Non-UKRN",2,2,1,1,-1,2,0,2,1,2,-1,2,-1,1,-2,-1,-2,-1,-2,1,-1,-1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,6,0.375,-2,-0.25,6,2,1,0,0,0,0,1,""
225,"100","UNI06","Yes","Year 1","4","business and psychology","male","20","Non-UKRN",2,1,1,1,0,1,1,1,1,1,-2,2,2,1,2,-1,-1,1,-2,1,-1,-1,2,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,11,0.6875,2,0.25,3,5,0,NA,NA,0,0,1,""
228,"100","UNI06","Yes","Year 1","4","business and psychology","male","20","Non-UKRN",2,1,1,1,1,1,0,1,1,1,1,1,2,1,2,0,-1,1,1,2,-1,1,2,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,14,0.875,8,1,4,1,0,NA,NA,0,0,1,""
420,"100","UNI19","Yes","Year 1","3","Bcs Psychology ","Transgender Male ","18","Non-UKRN",2,2,2,1,2,1,1,1,2,2,-1,-1,1,2,1,-2,-2,2,2,2,2,-2,-1,1,2,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,12,0.75,8,1,6,2,1,1,0,0,0,1,""
154,"100","UKRN08","No","Final Year","4","Psychology","Male","27","UKRN",2,2,2,2,2,2,2,2,2,2,2,1,-1,2,-1,1,-2,2,0,1,1,-1,1,-1,-1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,20,1.25,2,0.25,6,2,1,1,1,1,1,1,""
380,"100","UNI19","No","Year 2","3","Psychology ","Female ","21","Non-UKRN",2,1,1,2,1,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,1,2,1,1,1,1,1,-2,-1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,3,0.1875,4,0.5,4,1,0,NA,NA,0,0,1,""
458,"100","UNI75","No","Year 1","3","Psychology BSc","Female","23","Non-UKRN",2,2,2,2,-1,-1,1,0,0,2,2,2,2,2,1,-1,-2,2,-1,2,-2,-2,1,2,2,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,13,0.8125,4,0.5,4,2,0,NA,NA,1,1,1,""
662,"100","UNI11","No","Year 1","3","BSc Psychology","Female","18","Non-UKRN",2,1,1,1,-2,1,0,2,1,1,1,2,0,1,-2,-1,-2,1,0,1,-1,-2,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,5,0.3125,2,0.25,5,3,1,0,0,0,0,1,""
666,"100","UNI80","Yes","Placement Year","4","Psychology with Clinical Psychology and Placement Year","Female","24","Non-UKRN",2,2,2,-2,-1,-2,-2,1,1,-2,-2,-1,2,1,-2,-2,-1,1,-1,-1,-2,-2,-2,-1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,-8,-0.5,-7,-0.875,3,2,0,NA,NA,0,0,1,""
526,"100","UNI06","Yes","Year 2","3","BSc Psychology","Male","23","Non-UKRN",2,2,1,0,-1,0,0,1,0,1,0,2,1,0,-1,0,-2,1,1,1,-1,-1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,4,0.25,4,0.5,6,3,0,NA,NA,1,0,1,""
263,"100","UNI73","No","Final Year","3","Psychology","Female","21","Non-UKRN",2,1,2,2,2,2,2,1,0,2,2,2,2,2,2,-1,-1,2,2,2,2,0,2,2,2,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,22,1.375,14,1.75,4,2,1,1,0,1,1,1,""
396,"100","UNI08","No","Final Year","3","BSc Psychology","F","22","Non-UKRN",2,2,2,0,2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,2,2,-2,-2,2,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,14,0.875,8,1,8,7,1,1,0,1,1,1,""
625,"100","UNI06","No","Year 1","3","Psychology ","Female ","18","Non-UKRN",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,2,6,0,NA,NA,0,0,0,""
557,"100","UNI06","Yes","Year 1","4","Psychology and Sociology","Male","18","Non-UKRN",2,1,1,1,-1,0,0,0,-1,1,0,1,1,1,-1,0,-1,-1,0,1,-1,-1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,3,0.1875,0,0,7,2,1,1,0,1,1,1,""
716,"100","UNI64","No","Year 2","3","Psychology (Forensic and Psychopathology)","Female","22","Non-UKRN",2,2,1,1,0,1,1,2,0,1,0,1,1,0,-1,1,0,1,-1,0,-1,-1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,11,0.6875,0,0,5,3,1,0,1,0,0,1,""
574,"100","UNI06","No","Year 2","3","psychology","female","20","Non-UKRN",2,1,2,1,0,1,1,1,1,0,0,0,0,1,0,2,-2,2,2,-1,-2,-2,0,1,2,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,9,0.5625,2,0.25,5,1,0,NA,NA,0,0,1,""
2,"100","UKRN08","Yes","Placement Year","3","Bsc Psychology","Female","24","UKRN",2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,-1,-2,2,2,2,2,-1,2,2,-2,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,24,1.5,9,1.125,7,3,1,1,1,1,1,1,""
213,"100","UNI09","No","Year 1","3","Psychology with forensic psychology ","Famale ","20","Non-UKRN",2,1,2,2,2,2,1,2,2,1,1,2,2,1,-1,-1,-1,1,1,1,-1,-1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,18,1.125,4,0.5,6,2,0,NA,NA,1,0,1,""
490,"100","UNI64","Other (Please specify)","Year 2","3","Psychology","female","20","Non-UKRN",2,2,2,-1,2,2,2,2,1,2,1,1,2,0,-1,-1,-1,1,1,1,-2,-2,-1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,15,0.9375,-2,-0.25,2,6,0,NA,NA,0,0,1,"It would be nice if we study about these things at uni"
543,"100","UNI06","No","Year 1","3","BSc Psychology ","Female","19","Non-UKRN",2,1,-1,2,0,0,-1,1,-1,1,0,1,-1,1,0,1,0,1,-1,1,-2,-2,0,-1,-1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,4,0.25,-5,-0.625,5,2,0,NA,NA,0,0,1,""
145,"100","UKRN08","No","Year 1","3","Psychology","Female","19","UKRN",2,2,2,1,2,1,1,2,1,1,1,1,2,1,2,-1,-1,2,1,1,0,-2,-1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,18,1.125,3,0.375,3,0,1,1,0,0,0,0,""
524,"100","UNI06","Yes","Year 2","4","Psychology and Marketing","male","20","Non-UKRN",2,1,1,-1,0,1,1,1,1,-1,1,-1,-1,0,0,0,0,0,1,-1,-1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,3,0.1875,1,0.125,4,3,0,NA,NA,1,0,1,""
240,"100","UNI73","Yes","Year 1","4","Crim Psych","Female","19","Non-UKRN",2,2,2,0,1,1,1,1,0,1,0,2,2,1,-1,-1,-1,1,-1,1,0,-1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0.6875,2,0.25,2,0,1,1,0,0,0,1,""
393,"100","UKRN01","Yes","Year 1","4","Psychology","Male","18","UKRN",2,2,2,2,2,2,2,2,2,2,2,2,2,2,-2,2,-2,2,2,2,2,-1,-1,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,24,1.5,10,1.25,2,0,0,NA,NA,0,0,0,""
355,"100","UKRN04","Other (Please specify)","Placement Year","3","Bsc Psychology","Female","20","UKRN",2,1,2,0,1,2,0,2,2,-1,-1,0,2,-1,-1,1,-1,1,1,2,1,-2,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,8,0.5,4,0.5,5,3,1,1,1,1,1,1,"No"
417,"100","UNI19","No","Year 1","3","Psychology","Female","19","Non-UKRN",2,1,1,1,1,2,1,1,1,2,1,-1,2,0,-1,-1,0,1,1,2,0,-1,-1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,11,0.6875,3,0.375,3,2,1,1,0,0,0,0,""
216,"100","UNI09","No","Final Year","3","Psychology","Female","20","Non-UKRN",2,2,1,1,1,1,1,2,2,2,1,1,2,1,0,-1,-2,1,1,2,-1,-2,0,2,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,15,0.9375,4,0.5,3,3,0,NA,NA,0,0,1,""
554,"100","UNI06","Yes","Year 1","4","BSc Psychology ","Male ","18","Non-UKRN",2,1,1,1,0,0,-1,1,0,1,-1,1,0,-1,1,-1,0,-1,2,-1,0,-1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,3,0.1875,2,0.25,7,1,1,1,0,0,1,1,""
397,"100","UNI19","Other (Please specify)","Year 1","3","psychology ","female ","20","Non-UKRN",2,0,-1,-1,-1,0,0,1,1,0,-1,0,1,0,0,0,0,-1,-1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,-1,-0.0625,1,0.125,2,3,0,NA,NA,0,0,1,""
639,"100","UNI06","Yes","Year 1","3","Psychology","Male","17","Non-UKRN",2,1,0,0,-1,0,1,0,-1,0,0,1,1,0,1,-1,0,0,0,1,-1,0,0,-1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,2,0.125,-1,-0.125,3,5,0,NA,NA,1,0,1,""
572,"100","UNI06","Yes","Year 2","4","Psychology and Sociology","Female","21","Non-UKRN",2,1,1,1,1,2,1,2,1,1,1,1,0,1,-1,1,1,1,1,2,-1,1,2,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,15,0.9375,7,0.875,3,5,0,NA,NA,1,0,1,""
82,"100","UKRN08","No","Year 2","3","Psychology (Hons)","Female","19","UKRN",2,2,2,1,-1,1,1,1,2,1,-1,0,2,1,1,-1,-2,2,2,1,1,-2,-2,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0.625,5,0.625,3,0,1,1,1,0,1,1,""
717,"100","UNI64","No","Year 2","3","Psychology Forensic & Psychopathology","Female","20","Non-UKRN",2,2,1,0,0,2,0,0,1,0,-1,1,0,2,-2,-1,0,1,-1,1,-1,-1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,5,0.3125,0,0,4,4,1,1,0,0,0,1,"n/a"
318,"100","UKRN01","Yes","Year 1","4","Psychology","Female","18","UKRN",2,1,1,1,1,0,0,1,-1,1,-2,1,2,1,-1,-1,-1,-1,1,1,-2,-1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,4,0.25,-1,-0.125,4,4,0,NA,NA,0,1,1,""
