"ID","Uni","Full_Part","PTY","Current_Year","Course_Duration","Course_Name","Gender","UKRN","timepoint","Awareness_Replication","Awareness_Materials","Awareness_Education","Awareness_Access","Awareness_Data","Awareness_Power","Awareness_Preregistration","Awareness_Preprint","Awareness_Score_Total","crisis_aware","crisis_learnt","crisis_explain","os_explain","os_learnt","Awareness_Completed"
262,"UKRN01","Full-time","No","Year 2",3,"psychology","female","UKRN",1,1,0,1,1,0,1,1,1,6,1,1,0,1,1,1
263,"UKRN01","Full-time","Yes","Year 2",3,"Psychology BSc","Female","UKRN",1,1,1,1,0,0,0,0,1,4,0,NA,9999,1,1,1
264,"UKRN01","Full-time","Yes","Year 2",3,"Psychology BSc","Female","UKRN",1,1,1,1,1,1,1,1,1,8,1,0,9999,1,1,1
265,"UKRN01","Full-time","Yes","Year 2",3,"Psychology BSc","Female","UKRN",1,1,1,1,1,1,1,1,1,8,1,0,9999,1,1,1
267,"UKRN01","Full-time","Yes","Year 1",4,"Psychology","Female","UKRN",1,0,0,0,1,1,1,0,0,3,1,0,1,0,0,1
268,"UKRN01","Full-time","Yes","Year 2",4,"Bsc Psychology","female","UKRN",1,1,0,1,0,1,1,1,1,6,1,1,1,1,1,1
269,"UKRN01","Full-time","Yes","Year 1",4,"Psychology","Female","UKRN",1,1,1,0,1,1,1,1,0,6,0,NA,9999,0,0,1
270,"UKRN01","Full-time","Yes","Year 1",4,"Psychology","Female","UKRN",1,0,0,0,0,0,1,0,1,2,0,NA,9999,1,0,1
271,"UKRN01","Full-time","Yes","Year 1",4,"Psychology ","Female ","UKRN",1,0,0,0,0,0,0,0,1,1,1,0,9999,0,0,1
272,"UKRN01","Full-time","Yes","Year 1",4,"Psychology ","Female","UKRN",1,1,1,1,1,1,1,1,0,7,0,NA,9999,0,0,1
273,"UKRN01","Full-time","Yes","Year 1",4,"Psychology","Male","UKRN",1,0,0,1,1,0,0,0,1,3,0,NA,9999,0,0,1
274,"UKRN01","Full-time","No","Year 2",3,"Undergraduate Psychology","Female","UKRN",1,1,0,0,1,1,1,0,1,5,1,1,1,1,1,1
275,"UKRN01","Full-time","Yes","Year 1",4,"psychology ","female","UKRN",1,0,0,0,0,0,0,0,0,0,0,NA,9999,0,0,1
276,"UKRN01","Full-time","Yes","Year 1",4,"psychology ","female ","UKRN",1,0,0,0,0,0,0,0,1,1,0,NA,9999,0,0,1
277,"UKRN01","Full-time","Yes","Year 1",4,"psychology bsc","female","UKRN",1,0,0,0,0,1,0,1,1,3,0,NA,9999,0,0,1
278,"UKRN01","Full-time","Yes","Year 1",4,"Psychology","Female","UKRN",1,0,0,0,0,0,1,0,1,2,1,0,1,0,0,1
279,"UKRN01","Full-time","Yes","Year 1",4,"psychology bsc","female","UKRN",1,0,0,0,0,1,0,1,1,3,0,NA,9999,0,0,1
280,"UKRN01","Full-time","Yes","Year 1",3,"Psychology BSc","female","UKRN",1,1,0,1,0,0,1,0,1,4,0,NA,9999,0,0,1
281,"UKRN01","Full-time","Yes","Year 1",4,"Psychology Bsc","Female","UKRN",1,1,1,0,1,1,1,1,1,7,0,NA,9999,0,0,1
282,"UKRN06","Full-time","No","Year 2",3,"BSc Psychology ","Female ","UKRN",1,0,0,0,1,1,0,0,0,2,1,1,1,1,1,1
283,"UKRN06","Full-time","No","Year 1",3,"Psychology","Female","UKRN",1,1,1,1,0,0,1,0,1,5,1,1,1,1,1,1
284,"UKRN06","Full-time","No","Year 2",3,"Psychology BSc","Female","UKRN",1,1,1,1,1,0,1,1,1,7,1,1,1,0,0,1
287,"UKRN06","Full-time","No","Year 1",3,"BSc Psychology","Female ","UKRN",1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
288,"UKRN06","Full-time","No","Year 2",3,"BSc psychology ","Female ","UKRN",1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
290,"UKRN06","Full-time","No","Year 1",3,"Bsc psychology","Female","UKRN",1,1,1,1,1,1,1,0,1,7,0,NA,9999,0,0,1
292,"UKRN06","Full-time","No","Year 1",3,"Psychology (BSc)","female","UKRN",1,0,1,1,1,1,1,1,1,7,0,NA,9999,0,0,1
293,"UKRN06","Full-time","No","Year 2",3,"Psychology","Female","UKRN",1,1,1,1,1,0,1,1,1,7,1,1,0,1,1,1
294,"UKRN06","Full-time","No","Year 2",4,"Psychology with Innovation","Female","UKRN",1,1,1,1,1,0,1,1,1,7,1,1,1,1,1,1
295,"UKRN06","Full-time","No","Year 1",3,"Psychology","female","UKRN",1,1,0,1,1,0,1,0,1,5,1,0,0,0,1,1
298,"UKRN03","Full-time","No","Year 2",3,"BSc Psychology","Female ","UKRN",1,1,0,1,0,0,1,0,1,4,0,NA,9999,0,0,1
299,"UKRN06","Full-time","No","Year 1",3,"Psychology BsC","Male","UKRN",1,1,1,1,1,0,0,0,1,5,1,1,1,0,0,1
301,"UKRN06","Full-time","No","Year 1",3,"Psychology (BSc)","Female","UKRN",1,1,1,0,1,1,0,1,1,6,1,1,1,0,0,1
307,"UKRN01","Full-time","Yes","Year 1",4,"Psychology BSc","Male","UKRN",1,1,1,1,0,0,1,0,1,5,0,NA,9999,0,0,1
308,"UKRN01","Full-time","Yes","Year 1",3,"Psychology","Male","UKRN",1,0,0,0,0,0,0,0,1,1,0,NA,9999,0,0,1
309,"UKRN01","Full-time","No","Year 2",3,"Psychology BSc","Male","UKRN",1,1,1,1,1,1,1,0,1,7,1,0,9999,0,0,1
319,"UKRN08","Full-time","Yes","Year 2",3,"Psychology ","Female ","UKRN",1,1,1,1,1,0,0,0,1,5,1,1,1,1,1,1
322,"UKRN05","Full-time","No","Year 1",3,"Psychology Bsc","Female ","UKRN",1,0,0,0,0,0,0,0,1,1,0,NA,9999,0,0,1
323,"UKRN05","Full-time","Yes","Year 1",3,"Psychology ","Female ","UKRN",1,0,0,1,0,0,0,0,1,2,1,0,0,0,0,1
325,"UKRN05","Full-time","No","Year 1",3,"Psychology","Female","UKRN",1,1,0,0,0,0,0,0,0,1,0,NA,9999,0,0,1
326,"UKRN05","Full-time","Yes","Year 1",4,"Psychology BSc","female","UKRN",1,1,1,1,0,0,1,1,1,6,0,NA,9999,1,0,1
327,"UKRN05","Full-time","No","Year 1",3,"psychology","female","UKRN",1,0,0,1,0,0,1,1,0,3,1,1,1,0,0,1
328,"UKRN05","Full-time","No","Year 1",3,"Psychology Bsc","female","UKRN",1,0,0,1,0,0,0,1,1,3,1,0,1,0,0,1
329,"UKRN05","Full-time","No","Year 1",3,"Psychology Bsc","Female","UKRN",1,0,0,1,0,0,0,0,1,2,0,NA,9999,0,0,1
330,"UKRN03","Full-time","No","Year 1",3,"psychology bcc","female","UKRN",1,0,0,0,0,0,0,0,0,0,NA,NA,9999,NA,NA,1
331,"UKRN08","Full-time","Yes","Year 1",4,"Psychology ","Female ","UKRN",1,1,1,1,1,0,1,0,1,6,1,1,1,1,1,1
332,"UKRN06","Full-time","No","Year 2",3,"Psychology BSc","Female","UKRN",1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1
333,"UKRN06","Full-time","No","Year 2",3,"Bsc Psychology ","Male","UKRN",1,0,0,0,0,0,0,0,0,0,NA,NA,9999,NA,NA,1
334,"UKRN05","Full-time","No","Year 1",3,"Psychology BSc","Female","UKRN",1,0,0,1,0,0,0,1,1,3,0,NA,9999,0,0,1
335,"UKRN01","Full-time","No","Year 2",3,"Psychology BSc (Hons)","Female","UKRN",1,1,1,1,0,0,0,1,1,5,0,NA,9999,0,0,1
336,"UKRN05","Full-time","No","Year 1",3,"BSc Psychology","Non-Binary","UKRN",1,0,0,0,0,0,0,0,1,1,0,NA,9999,0,0,1
337,"UKRN05","Full-time","No","Year 1",3,"Psychology BSc","woman","UKRN",1,1,1,1,1,1,1,1,1,8,0,NA,9999,0,0,1
338,"UKRN01","Full-time","Yes","Year 1",3,"Psychology","Male","UKRN",1,0,0,1,0,0,0,1,1,3,0,NA,9999,0,0,1
339,"UKRN01","Full-time","Yes","Year 1",3,"Psychology","Male","UKRN",1,0,0,1,0,0,0,1,1,3,1,0,0,0,0,1
340,"UKRN05","Full-time","No","Year 1",3,"Psychology","Female","UKRN",1,0,0,1,0,0,0,0,1,2,0,NA,9999,0,0,1
374,"UKRN05","Full-time","No","Year 1",3,"BSc psychology ","Female ","UKRN",1,0,0,1,0,0,1,0,1,3,0,NA,9999,0,0,1
383,"UKRN05","Full-time","Other (Please specify)","Year 1",3,"BSc psychology ","Female","UKRN",1,0,0,1,0,1,0,1,1,4,0,NA,9999,0,0,1
393,"UKRN01","Full-time","Yes","Year 1",4,"Psychology BSc","Female","UKRN",1,1,1,1,1,0,1,0,1,6,0,NA,9999,0,0,1
400,"UKRN03","Full-time","No","Year 1",3,"Bsc Psychology","Female","UKRN",1,1,0,1,0,1,0,0,0,3,0,NA,9999,0,0,1
402,"UKRN03","Full-time","No","Year 2",3,"Criminology and Psychology","Female ","UKRN",1,0,0,1,0,0,0,0,1,2,1,1,1,0,0,1
404,"UKRN03","Full-time","No","Year 1",3,"Psychology Bsc (Hons)","Female","UKRN",1,1,0,0,1,0,0,1,0,3,0,NA,9999,0,0,1
406,"UKRN03","Full-time","No","Year 1",4,"MPsych Hons ","Female","UKRN",1,1,0,0,0,1,0,1,1,4,0,NA,9999,1,1,1
408,"UKRN03","Full-time","Other (Please specify)","Year 1",4,"Psychology and French Studies","Female ","UKRN",1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1
411,"UKRN03","Full-time","No","Year 1",3,"Psychology Bsc","Female","UKRN",1,1,1,1,0,1,1,1,1,7,1,1,1,0,0,1
415,"UKRN03","Full-time","No","Year 1",3,"BA (hons) Psychology","Female","UKRN",1,0,0,1,0,0,0,0,1,2,1,1,1,0,0,1
417,"UKRN03","Full-time","Other (Please specify)","Year 1",4,"Psychology and Spanish studies ","Female ","UKRN",1,1,0,1,0,0,1,0,1,4,1,0,9999,0,0,1
421,"UKRN03","Full-time","No","Year 1",3,"Psychology ","Female","UKRN",1,1,0,1,1,1,1,0,1,6,0,NA,9999,0,0,1
429,"UKRN03","Full-time","No","Year 1",3,"Bachelor of Science in Psychology and Linguistics ","Male","UKRN",1,1,0,1,1,0,0,1,1,5,1,0,0,0,0,1
436,"UKRN03","Full-time","No","Year 2",3,"Psychology ","Female","UKRN",1,1,1,1,1,1,1,1,1,8,1,1,1,0,0,1
438,"UKRN03","Full-time","No","Year 1",3,"psychology ","female","UKRN",1,1,1,0,1,1,0,1,1,6,0,NA,9999,0,0,1
439,"UKRN03","Full-time","No","Year 1",3,"BA (Hons) Criminology and Psychology ","Female","UKRN",1,1,0,1,0,0,1,0,1,4,0,NA,9999,1,0,1
443,"UKRN03","Full-time","No","Year 1",3,"BCs Psychology","Female","UKRN",1,0,0,1,1,0,1,0,1,4,1,1,1,0,0,1
445,"UKRN03","Full-time","No","Year 2",3,"Psychology ","Female ","UKRN",1,1,1,1,1,1,0,1,0,6,1,1,1,0,0,1
447,"UKRN03","Full-time","No","Year 2",3,"Psychology","female","UKRN",1,1,0,1,0,0,0,0,1,3,1,1,9999,0,1,1
452,"UKRN03","Full-time","No","Year 2",3,"Psychology","Female","UKRN",1,1,1,1,1,1,1,1,1,8,1,0,1,1,1,1
458,"UKRN03","Full-time","No","Year 2",3,"BSc (Hons) Psychology","Female","UKRN",1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
464,"UKRN03","Full-time","No","Year 2",4,"Psychology (Study Abroad) BSc","Female","UKRN",1,1,1,1,0,0,1,0,1,5,1,1,0,0,0,1
465,"UKRN03","Full-time","No","Year 2",3,"management and psychology joint honors","female","UKRN",1,0,0,0,0,1,0,1,0,2,0,NA,9999,0,0,1
466,"UKRN01","Full-time","Yes","Year 1",4,"Psychology","Female","UKRN",1,1,1,1,1,0,1,0,1,6,0,NA,9999,0,0,1
471,"UKRN06","Full-time","No","Year 2",3,"psychology bsc","female","UKRN",1,1,1,0,1,0,0,1,1,5,1,1,1,1,1,1
472,"UKRN03","Full-time","No","Year 1",3,"Psychology","Female","UKRN",1,0,0,1,0,0,1,0,0,2,0,NA,9999,0,0,1
479,"UKRN03","Full-time","Other (Please specify)","Year 1",4,"Bsc Psychology with Study Abroad","Female","UKRN",1,1,0,0,0,0,0,0,1,2,1,0,0,0,0,1
480,"UKRN03","Full-time","No","Year 1",4,"Psychology ","Female","UKRN",1,1,1,1,0,0,1,1,1,6,1,0,1,1,1,1
482,"UKRN05","Full-time","Yes","Year 1",3,"BSc (Hons) Psychology","Female","UKRN",1,0,0,1,0,0,1,0,1,3,0,NA,9999,0,0,1
484,"UKRN01","Full-time","Yes","Year 2",4,"Psychology (BSc Hons)","Female","UKRN",1,1,1,0,0,0,1,1,0,4,1,1,1,0,1,1
490,"UKRN03","Full-time","No","Year 1",NA,"Psychology (Study abroad) Bsc (Hons)","Female","UKRN",1,0,0,0,0,1,0,0,1,2,1,1,1,0,1,1
495,"UKRN01","Full-time","Yes","Year 1",3,"psychology BSC","Female","UKRN",1,1,0,1,1,0,1,1,1,6,0,NA,9999,1,0,1
497,"UKRN03","Full-time","No","Year 2",3,"Psychology BSc","Female","UKRN",1,1,1,1,1,0,0,0,1,5,1,1,0,0,0,1
500,"UKRN05","Full-time","No","Year 2",3,"Sociology with Social Psychology","Female","UKRN",1,1,1,1,1,1,1,1,1,8,1,1,0,1,1,1
503,"UKRN03","Full-time","No","Year 1",3,"BA Hons Psychology and Linguistics","Female","UKRN",1,0,0,1,0,1,1,0,1,4,1,1,0,0,0,1
504,"UKRN03","Full-time","No","Year 1",3,"Psychology BSc Hons","Female","UKRN",1,1,0,1,0,0,1,0,1,4,1,0,1,1,0,1
505,"UKRN03","Full-time","No","Year 1",3,"Psychology","Male","UKRN",1,1,1,1,1,0,1,0,1,6,1,1,1,0,0,1
507,"UKRN03","Full-time","No","Year 2",3,"BSc Hons Psychology Full Time","Female","UKRN",1,1,1,1,1,0,1,1,1,7,1,1,1,1,1,1
544,"UKRN03","Full-time","No","Year 1",3,"Psychology and Linguistics","Female","UKRN",1,1,1,1,1,0,1,1,1,7,1,1,1,1,0,1
547,"UKRN05","Full-time","No","Year 1",3,"Psychology (BSc)","Female","UKRN",1,0,0,1,1,0,0,0,1,3,1,1,1,0,0,1
548,"UKRN03","Full-time","No","Year 1",3,"BA Hons Psychology and Management ","Female","UKRN",1,1,1,1,0,1,1,0,1,6,1,0,0,1,0,1
573,"UKRN05","Full-time","No","Year 1",3,"Psychology ","Female","UKRN",1,1,0,1,0,0,1,0,1,4,NA,NA,9999,NA,NA,1
576,"UKRN05","Full-time","Yes","Year 1",3,"BSc Psychology","Female","UKRN",1,1,1,1,1,1,1,1,1,8,NA,NA,9999,NA,NA,1
578,"UKRN03","Full-time","No","Year 2",4,"MPsych Psychology ","Female ","UKRN",1,1,1,1,1,1,1,1,1,8,1,1,1,0,1,1
580,"UKRN05","Full-time","Other (Please specify)","Year 1",4,"Psychology","","UKRN",1,1,1,0,1,1,1,1,0,6,0,NA,9999,1,0,1
584,"UKRN03","Full-time","No","Year 1",3,"Bsc psychology ","Female","UKRN",1,0,0,0,0,0,0,0,0,0,NA,NA,9999,NA,NA,1
594,"UKRN05","Full-time","No","Year 1",3,"Psychology","Female","UKRN",1,0,0,1,0,1,1,1,1,5,0,NA,9999,0,0,1
595,"UKRN03","Full-time","No","Year 2",3,"Psychology ","Female ","UKRN",1,1,1,1,0,0,1,0,1,5,NA,NA,9999,NA,NA,1
596,"UKRN05","Full-time","No","Year 1",3,"Psychology","Female","UKRN",1,1,0,1,0,0,0,0,0,2,NA,NA,9999,NA,NA,1
620,"UKRN03","Full-time","No","Year 2",3,"Psychology ","Female","UKRN",1,1,0,1,1,1,0,0,1,5,NA,NA,9999,NA,NA,1
622,"UKRN01","Full-time","Yes","Year 2",4,"Psychology BSc","Female","UKRN",1,1,1,0,1,1,1,1,0,6,0,NA,9999,0,0,1
631,"UKRN04","Full-time","No","Year 2",3,"Psychology","Male","UKRN",1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
633,"UKRN03","Full-time","No","Year 1",3,"Psychology and Linguistics","Female","UKRN",1,1,0,1,0,0,0,0,1,3,1,1,1,0,0,1
634,"UKRN04","Full-time","No","Year 2",3,"Psychology","Female","UKRN",1,1,1,0,1,1,1,1,1,7,1,1,1,1,1,1
636,"UKRN07","Full-time","Yes","Year 2",4,"Psychology (with Professional Placement) BSc","Female","UKRN",1,1,1,1,0,0,1,1,1,6,0,NA,9999,0,0,1
637,"UKRN07","Full-time","No","Year 2",3,"BSc Psychology","Female","UKRN",1,0,0,0,0,0,0,0,0,0,0,NA,9999,1,0,1
639,"UKRN07","Full-time","No","Year 2",3,"BSc Psychology and Language Sciences","female","UKRN",1,0,0,1,0,0,1,1,1,4,0,NA,9999,0,0,1
643,"UKRN07","Full-time","No","Year 2",3,"Bsc","female","UKRN",1,1,1,1,0,0,1,1,1,6,0,NA,9999,0,0,1
646,"UKRN07","Full-time","Other (Please specify)","Year 1",3,"BSc Psychology","Female","UKRN",1,0,0,1,0,0,0,1,1,3,0,NA,9999,0,0,1
648,"UKRN02","Full-time","Yes","Year 1",4,"BSc (Hons) Psychology","Female","UKRN",1,1,1,1,0,1,1,1,1,7,1,0,0,0,0,1
649,"UKRN01","Full-time","No","Year 1",2,"Psychology ","Female","UKRN",1,1,1,1,0,1,1,0,0,5,0,NA,9999,1,1,1
653,"UKRN04","Full-time","No","Year 1",3,"Psychology","Female","UKRN",1,1,1,1,1,1,1,1,1,8,1,0,0,0,0,1
654,"UKRN04","Full-time","No","Year 1",3,"Education and psychology ","Female","UKRN",1,1,0,1,0,1,1,0,1,5,0,NA,9999,0,0,1
656,"UKRN04","Full-time","No","Year 1",3,"education and psychology","female","UKRN",1,1,0,1,1,0,1,0,1,5,1,1,1,0,0,1
658,"UKRN04","Full-time","No","Year 1",3,"Psychology BSc","Female","UKRN",1,1,1,1,1,1,1,0,1,7,1,1,0,1,1,1
659,"UKRN04","Full-time","No","Year 1",3,"Psychology Bsc","Female ","UKRN",1,1,1,0,1,1,1,1,1,7,0,NA,9999,0,0,1
660,"UKRN04","Full-time","No","Year 1",4,"Psychology","Female","UKRN",1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
661,"UKRN04","Full-time","No","Year 1",3,"Psychology","Female","UKRN",1,0,0,0,0,0,0,0,1,1,0,NA,9999,0,0,1
664,"UKRN04","Full-time","No","Year 1",3,"Psychology ","male","UKRN",1,1,1,1,1,1,1,1,1,8,0,NA,9999,1,1,1
667,"UKRN04","Full-time","No","Year 1",3,"Psychology and criminology ","Female ","UKRN",1,1,0,1,0,0,0,1,1,4,1,0,9999,0,1,1
669,"UKRN04","Full-time","No","Year 1",3,"Psychology BCs","Female ","UKRN",1,1,1,0,1,1,1,1,0,6,1,1,9999,0,0,1
670,"UKRN04","Full-time","No","Year 1",3,"BSc (Hons) Psychology","Female","UKRN",1,1,1,1,1,0,1,1,1,7,1,1,1,1,1,1
673,"UKRN04","Full-time","Yes","Year 1",3,"Psychology","female","UKRN",1,1,1,1,0,1,0,0,1,5,1,1,1,1,1,1
676,"UKRN04","Full-time","No","Year 1",3,"Psychology Bsc","Female ","UKRN",1,1,1,0,1,1,0,1,0,5,1,1,1,0,0,1
677,"UKRN07","Full-time","No","Year 1",3,"BSc Psychology","Woman","UKRN",1,1,1,1,1,1,1,0,1,7,1,0,1,1,0,1
695,"UKRN04","Full-time","Other (Please specify)","Year 1",3,"Psychology","female","UKRN",1,1,1,1,1,1,0,1,1,7,1,1,1,0,1,1
700,"UKRN07","Full-time","No","Year 2",3,"Mathematics and Psychology ","Female","UKRN",1,1,1,0,1,1,0,1,0,5,0,NA,9999,0,0,1
702,"UKRN04","Full-time","No","Year 1",3,"Psychology","Female ","UKRN",1,1,1,1,0,0,1,1,1,6,1,1,0,1,1,1
714,"UKRN08","Full-time","No","Year 1",3,"Psychology ","Female","UKRN",1,1,1,1,1,1,1,1,1,8,1,1,1,0,1,1
715,"UKRN08","Full-time","Yes","Year 2",3,"Psychology","Male","UKRN",1,1,1,0,1,0,1,0,1,5,1,1,1,1,1,1
718,"UKRN08","Full-time","Yes","Year 2",3,"Psychology ","F","UKRN",1,1,0,0,1,1,0,0,0,3,1,1,1,0,1,1
719,"UKRN08","Full-time","No","Year 1",3,"Psychology","Female","UKRN",1,1,1,1,1,0,1,0,1,6,1,1,0,0,0,1
720,"UKRN08","Full-time","No","Year 2",3,"Bsc (hons) Psychology with Criminology ","Female","UKRN",1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
723,"UKRN08","Full-time","No","Year 2",3,"Psychology BSc","Female","UKRN",1,1,0,1,1,0,1,0,1,5,1,1,1,0,1,1
726,"UKRN08","Full-time","No","Year 2",3,"BSc Hons Psychology ","Female","UKRN",1,1,1,1,1,1,1,1,1,8,1,0,0,1,0,1
727,"UKRN08","Full-time","Yes","Year 2",3,"Psychology BSc","Female","UKRN",1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1
728,"UKRN08","Full-time","No","Year 1",4,"Psychology with Criminology (BSc) ","Female","UKRN",1,1,1,1,1,1,1,1,1,8,1,1,1,1,1,1
729,"UKRN08","Full-time","No","Year 1",3,"Psychology ","Female ","UKRN",1,1,1,1,1,0,0,0,0,4,1,1,1,1,1,1
733,"UKRN08","Full-time","Yes","Year 2",3,"Psychology ","Male ","UKRN",1,1,1,1,1,1,1,1,0,7,1,1,1,0,0,1
735,"UKRN08","Full-time","No","Year 1",3,"Psychology with Criminology ","Female ","UKRN",1,1,0,1,1,0,1,0,1,5,1,1,1,1,1,1
736,"UKRN08","Full-time","No","Year 1",3,"Psychology ","Female","UKRN",1,0,0,0,1,0,1,0,0,2,1,1,1,0,0,1
740,"UKRN08","Full-time","Yes","Year 1",4,"Psychology ","Male","UKRN",1,0,0,0,1,0,0,1,0,2,1,1,1,0,0,1
759,"UKRN08","Full-time","Yes","Year 2",3,"Psychology with Criminology","Female","UKRN",1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
761,"UKRN08","Full-time","No","Year 1",3,"Psychology ","Female","UKRN",1,1,1,1,1,1,1,0,1,7,1,1,0,0,0,1
777,"UKRN08","Full-time","No","Year 2",3,"Psychology (BSc)","Female","UKRN",1,1,1,1,1,0,1,1,1,7,1,1,1,0,0,1
778,"UKRN08","Full-time","Yes","Year 2",3,"Psychology","Female","UKRN",1,1,0,1,1,0,1,1,1,6,1,1,0,1,1,1
780,"UKRN08","Full-time","No","Year 1",3,"BSC (Hons) Psychology","Female ","UKRN",1,0,0,1,1,0,0,1,1,4,1,1,1,0,1,1
784,"UKRN08","Full-time","No","Year 2",3,"Psychology with Sociology ","Female ","UKRN",1,1,0,1,1,0,0,1,1,5,1,1,1,0,1,1
791,"UKRN08","Full-time","No","Year 2",3,"Psychology with Criminology ","Female","UKRN",1,0,1,1,0,1,0,0,0,3,1,1,0,0,0,1
796,"UKRN08","Full-time","Yes","Year 1",4,"Psychology Bsc with foundation year","Male","UKRN",1,1,1,1,1,0,0,0,0,4,1,1,9999,0,0,1
799,"UKRN08","Full-time","Yes","Year 2",3,"Psychology BSc (Hons)","Female","UKRN",1,1,0,0,1,1,1,1,0,5,1,1,0,1,1,1
800,"UKRN08","Full-time","Yes","Year 2",4,"Psychology with Criminology","Female","UKRN",1,0,0,0,1,1,1,1,0,4,1,1,0,0,0,1
826,"UKRN08","Full-time","Yes","Year 2",3,"Psychology","Female ","UKRN",1,1,0,1,1,0,0,0,1,4,1,1,1,0,0,1
862,"UKRN08","Full-time","Yes","Year 2",3,"Psychology ","Female","UKRN",1,1,1,0,0,0,0,0,0,2,1,1,1,1,1,1
863,"UKRN08","Full-time","No","Year 2",3,"Psychology ","male","UKRN",1,0,0,1,0,0,1,0,1,3,1,NA,9999,NA,NA,1
864,"UKRN08","Full-time","Yes","Year 1",4,"Psychology Bsc","Female","UKRN",1,0,0,0,0,0,0,0,0,0,NA,NA,9999,NA,NA,1
879,"UKRN08","Full-time","No","Year 1",4,"Psychology","female","UKRN",1,0,0,0,1,0,0,0,1,2,1,1,1,1,1,1
887,"UKRN08","Full-time","Other (Please specify)","Year 1",3,"BsC Psychology","Female","UKRN",1,0,0,0,0,1,0,1,0,2,1,1,1,1,1,1
889,"UKRN08","Full-time","Yes","Year 2",4,"Foundation psychology with criminology ","F","UKRN",1,1,1,1,1,1,1,1,1,8,NA,NA,9999,NA,NA,1
723,"UKRN01","Full-time","Yes","Year 2",3,"Psychology counselling and mental health","Female","UKRN",2,1,0,1,1,1,1,1,1,7,1,NA,NA,NA,NA,1
277,"UKRN01","Full-time","Yes","Year 2",4,"psychology ","female ","UKRN",2,1,0,1,0,0,0,1,1,4,1,1,0,0,0,1
212,"UKRN01","Full-time","Yes","Year 2",4,"Psychology","Female","UKRN",2,1,1,0,1,1,0,1,0,5,0,NA,NA,1,0,1
78,"UKRN08","Full-time","No","Year 2",3,"Psychology","Female","UKRN",2,1,1,0,1,1,1,0,1,6,1,1,1,0,0,1
85,"UKRN01","Full-time","No","Year 2",3,"Psychology","Female","UKRN",2,1,1,0,1,1,0,0,1,5,1,1,1,0,0,1
18,"UKRN08","Full-time","No","Year 2",3,"psychology with criminology","female","UKRN",2,0,0,1,0,0,0,0,1,2,1,1,1,0,0,1
123,"UKRN01","Full-time","No","Year 2",3,"PSYchology","male","UKRN",2,1,0,0,0,1,1,1,1,5,1,0,0,0,0,1
468,"UKRN01","Full-time","Yes","Year 2",3,"Bsc Psychology","female","UKRN",2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1
42,"UKRN08","Full-time","No","Year 2",3,"BSC Hons Psychology ","Female","UKRN",2,1,0,1,1,0,1,0,1,5,1,1,0,0,1,1
24,"UKRN08","Full-time","Yes","Year 2",3,"Psychology","Female ","UKRN",2,0,0,1,1,0,1,1,1,5,1,1,1,0,1,1
205,"UKRN08","Full-time","No","Year 2",3,"BSC Honors Psychology","Female","UKRN",2,1,0,1,1,0,0,1,1,5,1,1,1,1,1,1
315,"UKRN01","Full-time","Yes","Year 1",4,"Psychology ","Female","UKRN",2,0,0,1,0,0,1,0,1,3,0,NA,NA,0,0,1
45,"UKRN08","Full-time","No","Year 2",3,"Psychology Bsc(Hons)","Male","UKRN",2,1,1,1,0,0,1,1,1,6,1,1,1,1,0,1
26,"UKRN08","Full-time","Yes","Year 1",4,"Psychology","Female","UKRN",2,1,1,1,1,1,1,0,1,7,1,1,1,1,1,1
66,"UKRN08","Full-time","No","Year 1",3,"Psychology","Female","UKRN",2,1,1,1,1,1,1,0,1,7,1,1,1,0,1,1
168,"UKRN08","Full-time","Other (Please specify)","Year 2",3,"psychology with criminology","male","UKRN",2,0,0,1,1,0,1,1,1,5,1,1,1,0,0,1
139,"UKRN01","Full-time","Yes","Year 2",4,"Psychology","Female","UKRN",2,1,1,1,0,0,1,1,1,6,1,1,1,1,1,1
57,"UKRN08","Full-time","No","Year 1",4,"Psychology","Male","UKRN",2,1,0,1,0,0,1,0,1,4,0,NA,NA,0,0,1
341,"UKRN04","Full-time","No","Year 2",3,"Psychology","Female","UKRN",2,1,0,1,0,0,1,1,1,5,1,1,1,0,0,1
84,"UKRN08","Full-time","No","Year 2",3,"Psychology with Criminology ","Female ","UKRN",2,0,0,1,0,1,0,0,1,3,1,1,1,0,0,1
148,"UKRN08","Full-time","Other (Please specify)","Year 1",3,"Bsc Psychology ","Female ","UKRN",2,1,0,1,1,1,1,0,1,6,1,1,1,1,1,1
174,"UKRN01","Full-time","No","Year 1",3,"Psychology BSc (Hons)","Male","UKRN",2,1,1,1,1,1,1,0,1,7,0,NA,NA,1,0,1
